Handle,Title,Body (HTML),,Type,Published
w9540r-alosoft-convertible-sunkissed-bandeau-white,,,,,
w9540r-alosoft-convertible-sunkissed-bandeau-white,,,,,
w9540r-alosoft-convertible-sunkissed-bandeau-white,,,,,
w9540r-alosoft-convertible-sunkissed-bandeau-white,,,,,
w9510r-alosoft-switch-it-up-bra-black,Alosoft Switch It Up Bra - Black,"<p>Wear this all-new bra all the ways. With versatile, extra-long ties and removable cups, The Alosoft Switch It Up Bra has options for whatever mood. Tie it up like a halter or give it a criss-cross wrap—whatever you do, it’ll look extra sweet with a matching tennis skirt or leggings.</p>
<ul>
<li>Super-soft performance Alosoft</li>
<li>Perfect for light, everyday support</li>
<li>Extra-long ties &amp; removable cups</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bras,TRUE
w9510r-alosoft-switch-it-up-bra-black,,,,,
w9510r-alosoft-switch-it-up-bra-black,,,,,
w9510r-alosoft-switch-it-up-bra-black,,,,,
w9510r-alosoft-switch-it-up-bra-black,,,,,
w9510r-alosoft-switch-it-up-bra-black,,,,,
w9510r-alosoft-switch-it-up-bra-black,,,,,
w9510r-alosoft-switch-it-up-bra-white,Alosoft Switch It Up Bra - White,"<p>Wear this all-new bra all the ways. With versatile, extra-long ties and removable cups, The Alosoft Switch It Up Bra has options for whatever mood. Tie it up like a halter or give it a criss-cross wrap—whatever you do, it’ll look extra sweet with a matching tennis skirt or leggings.</p>
<ul>
<li>Super-soft performance Alosoft</li>
<li>Perfect for light, everyday support</li>
<li>Extra-long ties &amp; removable cups</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bras,TRUE
w9510r-alosoft-switch-it-up-bra-white,,,,,
w9510r-alosoft-switch-it-up-bra-white,,,,,
w9510r-alosoft-switch-it-up-bra-white,,,,,
w9510r-alosoft-switch-it-up-bra-white,,,,,
w9510r-alosoft-switch-it-up-bra-white,,,,,
w9510r-alosoft-switch-it-up-bra-white,,,,,
w9330r-emulate-bra-cantaloupe,Emulate Bra - Cantaloupe,"<p>Like our Lavish Bra? Meet the Emulate Bra, a new go-to for studio and street. It’s ribbed with a chevron design, V-neck, crisscross straps at back and medium support. A total win on and off the mat.</p>
<ul>
<li>Cool, ribbed chevron design</li>
<li>Medium impact — practice-perfect</li>
<li>Designed &amp; uniquely fit for every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bras,TRUE
w9330r-emulate-bra-cantaloupe,,,,,
w9330r-emulate-bra-cantaloupe,,,,,
w9330r-emulate-bra-cantaloupe,,,,,
w9330r-emulate-bra-cantaloupe,,,,,
w9330r-emulate-bra-cantaloupe,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-black,Goddess Ribbed High-Waist Hot Short - Black,"<p>Keep it brief in the studio-to-street Goddess Ribbed High-Waist Hot Short. Ribbed all over with a skinny waistband, these short shorts are the comfy go-to we’ve all been waiting for. Wear anywhere and def pair with your fave Alo Bra.</p>
<ul>
<li>Street-sweet ribbed performance fabric</li>
<li>Sweet, skinny waistband &amp; turnback hem</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bottoms:Shorts,TRUE
w6286r-goddess-ribbed-high-waist-hot-short-black,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-black,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-black,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-black,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-white,Goddess Ribbed High-Waist Hot Short - White,"<p>Keep it brief in the studio-to-street Goddess Ribbed High-Waist Hot Short. Ribbed all over with a skinny waistband, these short shorts are the comfy go-to we’ve all been waiting for. Wear anywhere and def pair with your fave Alo Bra.</p>
<ul>
<li>Street-sweet ribbed performance fabric</li>
<li>Sweet, skinny waistband &amp; turnback hem</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bottoms:Shorts,TRUE
w6286r-goddess-ribbed-high-waist-hot-short-white,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-white,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-white,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-white,,,,,
w6286r-goddess-ribbed-high-waist-hot-short-white,,,,,
w6240r-match-point-tennis-skirt-cantaloupe,Match Point Tennis Skirt - Cantaloupe,"<p>Skirt obsessed? Us too. Our new fave: the Match Point Tennis Skirt, a flowy little A-line number with an elastic logo waistband. A pocket on the inner short is just right for your key or card.</p>
<ul>
<li>Flowy, A-line tennis skirt with comfy inner short</li>
<li>Hidden inner pocket for key or cards</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bottoms:Skirts,TRUE
w6240r-match-point-tennis-skirt-cantaloupe,,,,,
w6240r-match-point-tennis-skirt-cantaloupe,,,,,
w6240r-match-point-tennis-skirt-cantaloupe,,,,,
w6240r-match-point-tennis-skirt-cantaloupe,,,,,
w6230r-stride-short-cantaloupe,Stride Short - Cantaloupe,"<p>These runners lead the way. The Stride Short features a high waist &amp; a loose, high-cut overlay for a sweet retro silhouette. We love taking it from practice to pavement with a bold logo bra top &amp; cool kicks.</p>
<ul>
<li>Perfect for runs, practice &amp; street</li>
<li>Retro, high-cut short</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bottoms:Shorts,TRUE
w6230r-stride-short-cantaloupe,,,,,
w6230r-stride-short-cantaloupe,,,,,
w6230r-stride-short-cantaloupe,,,,,
w6230r-stride-short-cantaloupe,,,,,
w5604r-7-8-high-waist-airbrush-legging-cantaloupe,7/8 High-Waist Airbrush Legging - Cantaloupe,"<p>The 7/8 High-Waist Airbrush Legging features a new 24” inseam and all the benefits of the classic version, like flat locked seaming for comfort and functionality, no side seams, and made from our ultimate performance nylon spandex.</p>
<ul>
<li>Engineered to lift, sculpt, contour and smooth</li>
<li>4-way-stretch fabric for a move-with-you feel</li>
<li>Moisture-wicking odor resistant technology</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
<li>Flat-locked seaming for extra comfort</li>
<li>Contouring high waist</li>
</ul>",,Women:Bottoms:Leggings,TRUE
w5604r-7-8-high-waist-airbrush-legging-cantaloupe,,,,,
w5604r-7-8-high-waist-airbrush-legging-cantaloupe,,,,,
w5604r-7-8-high-waist-airbrush-legging-cantaloupe,,,,,
w5604r-7-8-high-waist-airbrush-legging-cantaloupe,,,,,
w5604r-7-8-high-waist-airbrush-legging-cantaloupe,,,,,
w3654r-ribbed-defined-long-sleeve-bra-ivory,Ribbed Defined Long Sleeve Bra - Ivory,"<p>OM-M-G this. Too-cute Ribbed Defined Long Sleeve Bra is it. A tiny cropped bra top, with removable cups and a scoop neck—all in comfy Wellness ribbed fabric. We’ll be wearing it with flared leggings.</p>
<ul>
<li>Comfy &amp; soft ribbed knit fabric</li>
<li>Light support for studio &amp; street</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Tops:Long Sleeve,TRUE
w3654r-ribbed-defined-long-sleeve-bra-ivory,,,,,
w3654r-ribbed-defined-long-sleeve-bra-ivory,,,,,
w3654r-ribbed-defined-long-sleeve-bra-ivory,,,,,
w3654r-ribbed-defined-long-sleeve-bra-ivory,,,,,
w3625r-ribbed-cinch-cropped-long-sleeve-cantaloupe,Ribbed Cinch Cropped Long Sleeve - Cantaloupe,"<p>This season’s must-have layering top? There’s no competition. The super-soft Ribbed Cinch Cropped Long Sleeve, made from cozy, fine knit sweater rib, features a V-neckline with adjustable front cinching. Wear it tied tight or loose to match your mood and your look.</p>
<ul>
<li>Cropped long sleeve with v-neckline and adjustable front cinching</li>
<li>Made from ultra-soft fine knit sweater rib</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Tops:Long Sleeve,TRUE
w3625r-ribbed-cinch-cropped-long-sleeve-cantaloupe,,,,,
w3625r-ribbed-cinch-cropped-long-sleeve-cantaloupe,,,,,
w3625r-ribbed-cinch-cropped-long-sleeve-cantaloupe,,,,,
w3625r-ribbed-cinch-cropped-long-sleeve-cantaloupe,,,,,
w1417r-ribbed-knotty-short-sleeve-cantaloupe,Ribbed Knotty Short Sleeve - Cantaloupe,"<p>Cute tie crop, AND ribbed? Yes, please! The Ribbed Knotty Short Sleeve is an instant win with a front hitch that’s downright iconic. It has a lined, cup-free design with just the right amount of comfy support to hit up the beach or brunch. Pair with a tennis skirt for a street-ready ensemble.</p>
<ul>
<li>Super-soft, fine sweater knit crop top</li>
<li>Ribbed design with front knot detail</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Tops:Short Sleeve,TRUE
w1417r-ribbed-knotty-short-sleeve-cantaloupe,,,,,
w1417r-ribbed-knotty-short-sleeve-cantaloupe,,,,,
w1417r-ribbed-knotty-short-sleeve-cantaloupe,,,,,
w1417r-ribbed-knotty-short-sleeve-cantaloupe,,,,,
a0340u-alosoft-rhythm-scrunchie-cantaloupe,Alosoft Rhythm Scrunchie - Cantaloupe,"<p>Stay focused and complete your look with a statement scrunchie. The Alosoft Rhythym Scrunchie is the super soft, on-trend hair accessory for every day and every activity, and brings the perfect pop of color to any outfit.</p>",,Women:Accessories:Hair Management:Hair Tie,TRUE
a0340u-alosoft-rhythm-scrunchie-cantaloupe,,,,,
a0328w-womens-knee-high-throwback-barre-sock-powder-pink-white,Women's Knee-High Throwback Barre Sock - Powder Pink/White,"<p>One pair simply isn’t enough. The Knee-High Throwback Barre Sock has all the features of a fave: a super-soft feel, comfy cushioning and classic stripe detail. Wear it tall or scrunched to barre class with leggings or shorts and get in the zone.</p>
<ul>
<li>Perfect for staying balanced at barre class</li>
<li>Comfy cushioning</li>
<li>Wear it tall or scrunched</li>
</ul>",,Women:Accessories:Socks:Performance,TRUE
a0328w-womens-knee-high-throwback-barre-sock-powder-pink-white,,,,,
a0328w-womens-knee-high-throwback-barre-sock-powder-pink-white,,,,,
a0328w-womens-knee-high-throwback-barre-sock-powder-pink-white,,,,,
a0328w-womens-knee-high-throwback-barre-sock-black-white,Women's Knee-High Throwback Barre Sock - Black/White,"<p>One pair simply isn’t enough. The Knee-High Throwback Barre Sock has all the features of a fave: a super-soft feel, comfy cushioning and classic stripe detail. Wear it tall or scrunched to barre class with leggings or shorts and get in the zone.</p>
<ul>
<li>Perfect for staying balanced at barre class</li>
<li>Comfy cushioning</li>
<li>Wear it tall or scrunched</li>
</ul>",,Women:Accessories:Socks:Performance,TRUE
a0328w-womens-knee-high-throwback-barre-sock-black-white,,,,,
a0328w-womens-knee-high-throwback-barre-sock-black-white,,,,,
a0328w-womens-knee-high-throwback-barre-sock-black-white,,,,,
a0328w-womens-knee-high-throwback-barre-sock-white-black,Women's Knee-High Throwback Barre Sock - White/Black,"<p>One pair simply isn’t enough. The Knee-High Throwback Barre Sock has all the features of a fave: a super-soft feel, comfy cushioning and classic stripe detail. Wear it tall or scrunched to barre class with leggings or shorts and get in the zone.</p>
<ul>
<li>Perfect for staying balanced at barre class</li>
<li>Comfy cushioning</li>
<li>Wear it tall or scrunched</li>
</ul>",,Women:Accessories:Socks:Performance,TRUE
a0328w-womens-knee-high-throwback-barre-sock-white-black,,,,,
a0328w-womens-knee-high-throwback-barre-sock-white-black,,,,,
a0328w-womens-knee-high-throwback-barre-sock-white-black,,,,,
a0287u-fresh-mesh-tie-headband-cantaloupe,Fresh Mesh Tie Headband - Cantaloupe,"<p>Handle sweat like a pro. Mesh elastic fabric is breathable with great stretch for a secure fit that stays in place through performance training.</p>
<ul>
<li>Breathable micro mesh</li>
<li>Adjustable tie string detail</li>
</ul>",,Women:Accessories:Hair Management:Headband,TRUE
a0287u-fresh-mesh-tie-headband-cantaloupe,,,,,
a0287u-fresh-mesh-tie-headband-cantaloupe,,,,,
a0287u-fresh-mesh-tie-headband-cantaloupe,,,,,
a0263w-womens-throwback-barre-sock-powder-pink-white,Women's Throwback Barre Sock - Powder Pink/White,"<p>The best, barre none! The Throwback Barre Sock has all the features of a fave: a super-soft feel, comfy cushioning and classic stripe detail. Wear it tall or scrunched to barre class with leggings or shorts and get in the zone.</p>
<ul>
<li>Perfect for staying balanced at barre class</li>
<li>Comfy cushioning</li>
<li>Wear it tall or scrunched</li>
</ul>",,Women:Accessories:Socks:Performance,TRUE
a0263w-womens-throwback-barre-sock-powder-pink-white,,,,,
a0263w-womens-throwback-barre-sock-powder-pink-white,,,,,
a0263w-womens-throwback-barre-sock-powder-pink-white,,,,,
a0263w-womens-throwback-barre-sock-black-white,Women's Throwback Barre Sock - Black/White,"<p>The best, barre none! The Throwback Barre Sock has all the features of a fave: a super-soft feel, comfy cushioning and classic stripe detail. Wear it tall or scrunched to barre class with leggings or shorts and get in the zone.</p>
<ul>
<li>Perfect for staying balanced at barre class</li>
<li>Comfy cushioning</li>
<li>Wear it tall or scrunched</li>
</ul>",,Women:Accessories:Socks:Performance,TRUE
a0263w-womens-throwback-barre-sock-black-white,,,,,
a0263w-womens-throwback-barre-sock-black-white,,,,,
a0263w-womens-throwback-barre-sock-black-white,,,,,
a0150u-fitness-zip-bag-white,Keep It Dry Fitness Zip Pouch - White,"<p>Sweaty studio days are made easy with the Keep It Dry Fitness Zip Pouch. Small essentials like a phone, hand towel, and lip balm fit perfectly in its zippered main entry pocket. Made from lightweight, durable and water-resistant Tyvek, this pouch keeps wet and dry separate and secure.</p>
<ul>
<li>Water-resistant pouch for small essentials</li>
<li>Zipper closure</li>
</ul>",,Accessories:Bags:Tote,TRUE
a0241u-oversized-scrunchie-cantaloupe,Oversized Scrunchie - Cantaloupe,"<p>Stay focused and complete your look with a statement scrunchie. The Oversized Scrunchie is the on-trend hair accessory for every day and every activity, and brings the perfect pop of color to any outfit.</p>",,Women:Accessories:Hair Management:Hair Tie,TRUE
a0241u-oversized-scrunchie-cantaloupe,,,,,
a0241u-oversized-scrunchie-cantaloupe,,,,,
a0215u-keep-it-dry-packable-tote-black,Keep It Dry Packable Tote - Black,"<p>Enjoy instant and ample storage with the Keep It Dry Packable Tote, made from lightweight yet durable Tyvek, with sturdy carrying straps for storing necessities on the go. Take it to-and-from anywhere extra support is needed, and keep it neatly packed away in larger bags when not in use.</p>
<ul>
<li>Spacious for storing small &amp; large essentials</li>
<li>Nylon strap with reflective logo</li>
<li>Soft, molded sole for all-day comfort</li>
</ul>",,Accessories:Bags:Tote,TRUE
a0215u-keep-it-dry-packable-tote-black,,,,,
a0215u-keep-it-dry-packable-tote-black,,,,,
a0215u-keep-it-dry-packable-tote-black,,,,,
a0150u-fitness-zip-bag-silver-foil,Keep It Dry Fitness Zip Pouch - Silver Foil,"<p>Sweaty studio days are made easy with the Keep It Dry Fitness Zip Pouch. Small essentials like a phone, hand towel, and lip balm fit perfectly in its zippered main entry pocket. Made from lightweight, durable and water-resistant Tyvek, this pouch keeps wet and dry separate and secure.</p>
<ul>
<li>Water-resistant pouch for small essentials</li>
<li>Zipper closure</li>
</ul>",,Accessories:Bags:Tote,TRUE
a0150u-fitness-zip-bag-black,Keep It Dry Fitness Zip Pouch - Black,"<p>Sweaty studio days are made easy with the Keep It Dry Fitness Zip Pouch. Small essentials like a phone, hand towel, and lip balm fit perfectly in its zippered main entry pocket. Made from lightweight, durable and water-resistant Tyvek, this pouch keeps wet and dry separate and secure.</p>
<ul>
<li>Water-resistant pouch for small essentials</li>
<li>Zipper closure</li>
</ul>",,Accessories:Bags:Tote,TRUE
a0225u-love-knots-tie-scrunchie-cantaloupe,Love Knots Tie Scrunchie - Cantaloupe,"<p>Stay focused and complete your look with a statement scrunchie you’ll love! The Love Knots Tie Scrunchie is the on-trend hair accessory for every day and every activity. Long, flowy attached bow strings bring the perfect pop of fun to any outfit.</p>",,Women:Accessories:Hair Management:Hair Tie,TRUE
a0225u-love-knots-tie-scrunchie-cantaloupe,,,,,
a0225u-love-knots-tie-scrunchie-cantaloupe,,,,,
a0215u-keep-it-dry-packable-tote-silver-foil,Keep It Dry Packable Tote - Silver Foil,"<p>Enjoy instant and ample storage with the Keep It Dry Packable Tote, made from lightweight yet durable Tyvek, with sturdy carrying straps for storing necessities on the go. Take it to-and-from anywhere extra support is needed, and keep it neatly packed away in larger bags when not in use.</p>
<ul>
<li>Spacious for storing small &amp; large essentials</li>
<li>Nylon strap with reflective logo</li>
<li>Soft, molded sole for all-day comfort</li>
</ul>",,Accessories:Bags:Tote,TRUE
a0215u-keep-it-dry-packable-tote-silver-foil,,,,,
a0215u-keep-it-dry-packable-tote-silver-foil,,,,,
a0215u-keep-it-dry-packable-tote-silver-foil,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,Goddess Ribbed Cross Crop Top - Black,"<p>We’re all about the Goddess Ribbed Cross Crop Top — it’s comfy, sexy, and cool enough for post-practice plans with bold crisscross front straps and soft goddess ribbed fabric that sculpts and smooths all over. Show it off with your favorite low-rise leggings for an epic, on-trend street look.</p>
<ul>
<li>Crisscross front straps</li>
<li>Light-to-medium support for studio &amp; street</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Tops:Tanks,TRUE
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-black,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-white,Goddess Ribbed Cropped Racerback Tank - White,"<p>The Goddess Ribbed Cropped Racerback Tank has everything you want in a comfy, go-to top. Made in a soft ribbed knit, this tank features a V-neck, thick shoulder straps and cool racerback styling. Create so many versatile looks when you pair this with any signature Alo high-waist bottom.</p>
<ul>
<li>Comfy &amp; lightweight ribbed fabric</li>
<li>Cropped tank </li>
<li>Light-to-medium support for studio &amp; street</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Tops:Tanks,TRUE
w9565r-goddess-ribbed-cropped-racerback-tank-white,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-white,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-white,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-white,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-white,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-black,Goddess Ribbed Cropped Racerback Tank - Black,"<p>The Goddess Ribbed Cropped Racerback Tank has everything you want in a comfy, go-to top. Made in a soft ribbed knit, this tank features a V-neck, thick shoulder straps and cool racerback styling. Create so many versatile looks when you pair this with any signature Alo high-waist bottom.</p>
<ul>
<li>Comfy &amp; lightweight ribbed fabric</li>
<li>Cropped tank </li>
<li>Light-to-medium support for studio &amp; street</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Tops:Tanks,TRUE
w9565r-goddess-ribbed-cropped-racerback-tank-black,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-black,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-black,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-black,,,,,
w9565r-goddess-ribbed-cropped-racerback-tank-black,,,,,
w9567r-goddess-ribbed-cross-crop-top-white,Goddess Ribbed Cross Crop Top - White,"<p>We’re all about the Goddess Ribbed Cross Crop Top — it’s comfy, sexy, and cool enough for post-practice plans with bold crisscross front straps and soft goddess ribbed fabric that sculpts and smooths all over. Show it off with your favorite low-rise leggings for an epic, on-trend street look.</p>
<ul>
<li>Crisscross front straps</li>
<li>Light-to-medium support for studio &amp; street</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Tops:Tanks,TRUE
w9567r-goddess-ribbed-cross-crop-top-white,,,,,
w9567r-goddess-ribbed-cross-crop-top-white,,,,,
w9567r-goddess-ribbed-cross-crop-top-white,,,,,
w9567r-goddess-ribbed-cross-crop-top-white,,,,,
a0357u-unisex-throwback-sock-magenta-crush-white,Unisex Throwback Sock - Magenta Crush/White,"<p>Instant classic. The Unisex Throwback Sock has all the features of a fave: a super-soft feel, comfy cushioning and classic stripe detail. Wear it tall or scrunched with leggings or shorts and your go-to sneakers.</p>
<ul>
<li>Comfy cushioning</li>
<li>Wear it tall or scrunched</li>
</ul>",,Accessories:Socks:Street,TRUE
a0357u-unisex-throwback-sock-magenta-crush-white,,,,,
a0357u-unisex-throwback-sock-magenta-crush-white,,,,,
w6289r-grand-slam-tennis-skirt-black,Grand Slam Tennis Skirt - Black,"<p>Just when the skirt sitch couldn’t get any better, we totally knocked it out of the park. The Grand Slam Tennis Skirt is the one: high-waisted, thick-banded, pleated and Airlift-sleek. We’re pairing it with our fave tanks and bra tops.</p>
<ul>
<li>Sweet, micro pleated tennis skirt</li>
<li>Comfy inner short with side pockets</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bottoms:Skirts,TRUE
w6289r-grand-slam-tennis-skirt-black,,,,,
w6289r-grand-slam-tennis-skirt-black,,,,,
w6289r-grand-slam-tennis-skirt-black,,,,,
w6289r-grand-slam-tennis-skirt-black,,,,,
w6289r-grand-slam-tennis-skirt-black,,,,,
w6289r-grand-slam-tennis-skirt-white,Grand Slam Tennis Skirt - White,"<p>Just when the skirt sitch couldn’t get any better, we totally knocked it out of the park. The Grand Slam Tennis Skirt is the one: high-waisted, thick-banded, pleated and Airlift-sleek. We’re pairing it with our fave tanks and bra tops.</p>
<ul>
<li>Sweet, micro pleated tennis skirt</li>
<li>Comfy inner short with side pockets</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bottoms:Skirts,TRUE
w6289r-grand-slam-tennis-skirt-white,,,,,
w6289r-grand-slam-tennis-skirt-white,,,,,
w6289r-grand-slam-tennis-skirt-white,,,,,
w6289r-grand-slam-tennis-skirt-white,,,,,
w6289r-grand-slam-tennis-skirt-white,,,,,
w6289r-grand-slam-tennis-skirt-white,,,,,
w6289r-grand-slam-tennis-skirt-white,,,,,
w6289r-grand-slam-tennis-skirt-white,,,,,
w6289r-grand-slam-tennis-skirt-white,,,,,
a0287u-fresh-mesh-tie-headband-magenta-crush,Fresh Mesh Tie Headband - Magenta Crush,"<p>Handle sweat like a pro. Mesh elastic fabric is breathable with great stretch for a secure fit that stays in place through performance training.</p>
<ul>
<li>Breathable micro mesh</li>
<li>Adjustable tie string detail</li>
</ul>",,Women:Accessories:Hair Management:Headband,TRUE
a0287u-fresh-mesh-tie-headband-magenta-crush,,,,,
a0287u-fresh-mesh-tie-headband-magenta-crush,,,,,
a0287u-fresh-mesh-tie-headband-magenta-crush,,,,,
a0287u-fresh-mesh-tie-headband-black,Fresh Mesh Tie Headband - Black,"<p>Handle sweat like a pro. Mesh elastic fabric is breathable with great stretch for a secure fit that stays in place through performance training.</p>
<ul>
<li>Breathable micro mesh</li>
<li>Adjustable tie string detail</li>
</ul>",,Women:Accessories:Hair Management:Headband,TRUE
a0287u-fresh-mesh-tie-headband-black,,,,,
a0287u-fresh-mesh-tie-headband-black,,,,,
a0287u-fresh-mesh-tie-headband-black,,,,,
a0287u-fresh-mesh-tie-headband-white,Fresh Mesh Tie Headband - White,"<p>Handle sweat like a pro. Mesh elastic fabric is breathable with great stretch for a secure fit that stays in place through performance training.</p>
<ul>
<li>Breathable micro mesh</li>
<li>Adjustable tie string detail</li>
</ul>",,Women:Accessories:Hair Management:Headband,TRUE
a0287u-fresh-mesh-tie-headband-white,,,,,
a0287u-fresh-mesh-tie-headband-white,,,,,
a0287u-fresh-mesh-tie-headband-white,,,,,
w51138r-cloud-nine-pant-black,Cloud Nine Pant - Black,"<p>When cool air comes calling, be ready with the Cloud Nine Pant. Pockets? Oh yeah, we’ve got ‘em. Plus side slits, an on-trend high waist, drawcord, and Alo logo detailing. Best served up with the matching Cloud Nine Jacket.</p>
<ul>
<li>Cooling, lightweight ripstop fabric</li>
<li>High-waist design with drawcord</li>
<li>Zippered side slip pockets &amp; rear pockets</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bottoms:Other Bottoms,TRUE
w51138r-cloud-nine-pant-black,,,,,
w51138r-cloud-nine-pant-black,,,,,
w51138r-cloud-nine-pant-black,,,,,
w51138r-cloud-nine-pant-black,,,,,
w51138r-cloud-nine-pant-black,,,,,
w51138r-cloud-nine-pant-white,Cloud Nine Pant - White,"<p>When cool air comes calling, be ready with the Cloud Nine Pant. Pockets? Oh yeah, we’ve got ‘em. Plus side slits, an on-trend high waist, drawcord, and Alo logo detailing. Best served up with the matching Cloud Nine Jacket.</p>
<ul>
<li>Cooling, lightweight ripstop fabric</li>
<li>High-waist design with drawcord</li>
<li>Zippered side slip pockets &amp; rear pockets</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Bottoms:Other Bottoms,TRUE
w51138r-cloud-nine-pant-white,,,,,
w51138r-cloud-nine-pant-white,,,,,
w51138r-cloud-nine-pant-white,,,,,
w51138r-cloud-nine-pant-white,,,,,
w51138r-cloud-nine-pant-white,,,,,
w51138r-cloud-nine-pant-white,,,,,
w51138r-cloud-nine-pant-white,,,,,
w51138r-cloud-nine-pant-white,,,,,
w4441r-cloud-nine-jacket-black,Cloud Nine Jacket - Black,"<p>Fend off the breeze and feel like a dream while doing it.  The Cloud Nine Jacket is a lightweight little number that goes from street to studio and back again. With full-zip and hood, it’s got bungees at the waist, curved hem, and pockets at both sides. Wear over just about anything.</p>
<ul>
<li>Made from lightweight, cotton ripstop</li>
<li>Full zip with bungee details at waist</li>
<li>Drawstring hood</li>
<li>Elastic cuffs on sleeves</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Outerwear:Jackets,TRUE
w4441r-cloud-nine-jacket-black,,,,,
w4441r-cloud-nine-jacket-black,,,,,
w4441r-cloud-nine-jacket-black,,,,,
w4441r-cloud-nine-jacket-black,,,,,
w4441r-cloud-nine-jacket-black,,,,,
w4441r-cloud-nine-jacket-white,Cloud Nine Jacket - White,"<p>Fend off the breeze and feel like a dream while doing it.  The Cloud Nine Jacket is a lightweight little number that goes from street to studio and back again. With full-zip and hood, it’s got bungees at the waist, curved hem, and pockets at both sides. Wear over just about anything.</p>
<ul>
<li>Made from lightweight, cotton ripstop</li>
<li>Full zip with bungee details at waist</li>
<li>Drawstring hood</li>
<li>Elastic cuffs on sleeves</li>
<li>Designed &amp; uniquely fit to flatter every size</li>
<li>Wear-tested by our in-house team for the perfect fit</li>
</ul>",,Women:Outerwear:Jackets,TRUE
w4441r-cloud-nine-jacket-white,,,,,
w4441r-cloud-nine-jacket-white,,,,,
w4441r-cloud-nine-jacket-white,,,,,
w4441r-cloud-nine-jacket-white,,,,,
